"year","country","category","Number of people","Percentage"
"2005","Nicaragua","Non. Religious Total","490500","0.0900"
"2005","Nicaragua","Other Religions Total","50275","0.0092"
"2005","Nicaragua","Sum of Religion Adherents","5399725","0.9908"
"2005","Nicaragua","Total Population","5450000","1.0000"
"2010","Nicaragua","Christianity Protestants","1350661","0.2320"
"2010","Nicaragua","Christianity Roman Catholics","3798734","0.6525"
"2010","Nicaragua","Christianity Eastern Orthodox","93149","0.0160"
"2010","Nicaragua","Christianity Anglican","0","0.0000"
"2010","Nicaragua","Christianity Others","0","0.0000"
"2010","Nicaragua","Christianity Total","5242544","0.9005"
"2010","Nicaragua","Judaism Orthodox","0","0.0000"
"2010","Nicaragua","Judaism Conservatives","0","0.0000"
"2010","Nicaragua","Judaism Reform","0","0.0000"
"2010","Nicaragua","Judaism Others","0","0.0000"
"2010","Nicaragua","Judaism Total","0","0.0000"
"2010","Nicaragua","Islam Sunni","0","0.0000"
"2010","Nicaragua","Islam Shi’a","0","0.0000"
"2010","Nicaragua","Islam Ibadhi","0","0.0000"
"2010","Nicaragua","Islam Nation of Islam","0","0.0000"
"2010","Nicaragua","Islam Alawite","0","0.0000"
"2010","Nicaragua","Islam Ahmadiyya","0","0.0000"
"2010","Nicaragua","Islam Other","1602","0.0003"
"2010","Nicaragua","Islam Total","1602","0.0003"
"2010","Nicaragua","Buddhism Mahayana","0","0.0000"
"2010","Nicaragua","Buddhism Theravada","0","0.0000"
"2010","Nicaragua","Buddhism Other","0","0.0000"
"2010","Nicaragua","Buddhism Total","0","0.0000"
"2010","Nicaragua","Zoroastrian Total","0","0.0000"
"2010","Nicaragua","Hindu Total","0","0.0000"
"2010","Nicaragua","Sikh Total","0","0.0000"
"2010","Nicaragua","Shinto Total","0","0.0000"
"2010","Nicaragua","Baha’i Total","0","0.0000"
"2010","Nicaragua","Taoism Total","0","0.0000"
"2010","Nicaragua","Confucianism Total","0","0.0000"
"2010","Nicaragua","Jain Total","0","0.0000"
"2010","Nicaragua","Syncretic Religions Total","0","0.0000"
"2010","Nicaragua","Animist Religions Total","0","0.0000"
"2010","Nicaragua","Non. Religious Total","523963","0.0900"
"2010","Nicaragua","Other Religions Total","53706","0.0092"
"2010","Nicaragua","Sum of Religion Adherents","5768109","0.9908"
"2010","Nicaragua","Total Population","5821815","1.0000"
"1945","Costa Rica","Christianity Protestants","0","0.0000"
"1945","Costa Rica","Christianity Roman Catholics","680000","0.9714"
"1945","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"1945","Costa Rica","Christianity Anglican","0","0.0000"
"1945","Costa Rica","Christianity Others","0","0.0000"
"1945","Costa Rica","Christianity Total","680000","0.9714"
"1945","Costa Rica","Judaism Orthodox","0","0.0000"
"1945","Costa Rica","Judaism Conservatives","0","0.0000"
"1945","Costa Rica","Judaism Reform","0","0.0000"
"1945","Costa Rica","Judaism Others","0","0.0000"
"1945","Costa Rica","Judaism Total","0","0.0000"
"1945","Costa Rica","Islam Sunni","0","0.0000"
"1945","Costa Rica","Islam Shi’a","0","0.0000"
"1945","Costa Rica","Islam Ibadhi","0","0.0000"
"1945","Costa Rica","Islam Nation of Islam","0","0.0000"
"1945","Costa Rica","Islam Alawite","0","0.0000"
"1945","Costa Rica","Islam Ahmadiyya","0","0.0000"
"1945","Costa Rica","Islam Other","0","0.0000"
"1945","Costa Rica","Islam Total","0","0.0000"
"1945","Costa Rica","Buddhism Mahayana","0","0.0000"
"1945","Costa Rica","Buddhism Theravada","0","0.0000"
"1945","Costa Rica","Buddhism Other","0","0.0000"
"1945","Costa Rica","Buddhism Total","0","0.0000"
"1945","Costa Rica","Zoroastrian Total","0","0.0000"
"1945","Costa Rica","Hindu Total","0","0.0000"
"1945","Costa Rica","Sikh Total","0","0.0000"
"1945","Costa Rica","Shinto Total","0","0.0000"
"1945","Costa Rica","Baha’i Total","0","0.0000"
"1945","Costa Rica","Taoism Total","0","0.0000"
"1945","Costa Rica","Confucianism Total","0","0.0000"
"1945","Costa Rica","Jain Total","0","0.0000"
"1945","Costa Rica","Syncretic Religions Total","0","0.0000"
"1945","Costa Rica","Animist Religions Total","0","0.0000"
"1945","Costa Rica","Non. Religious Total","0","0.0000"
"1945","Costa Rica","Other Religions Total","20000","0.0286"
"1945","Costa Rica","Sum of Religion Adherents","680000","0.9714"
"1945","Costa Rica","Total Population","700000","1.0000"
"1950","Costa Rica","Christianity Protestants","0","0.0000"
"1950","Costa Rica","Christianity Roman Catholics","773000","0.9663"
"1950","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"1950","Costa Rica","Christianity Anglican","0","0.0000"
"1950","Costa Rica","Christianity Others","0","0.0000"
"1950","Costa Rica","Christianity Total","773000","0.9663"
"1950","Costa Rica","Judaism Orthodox","0","0.0000"
"1950","Costa Rica","Judaism Conservatives","0","0.0000"
"1950","Costa Rica","Judaism Reform","0","0.0000"
"1950","Costa Rica","Judaism Others","0","0.0000"
"1950","Costa Rica","Judaism Total","0","0.0000"
"1950","Costa Rica","Islam Sunni","0","0.0000"
"1950","Costa Rica","Islam Shi’a","0","0.0000"
"1950","Costa Rica","Islam Ibadhi","0","0.0000"
"1950","Costa Rica","Islam Nation of Islam","0","0.0000"
"1950","Costa Rica","Islam Alawite","0","0.0000"
"1950","Costa Rica","Islam Ahmadiyya","0","0.0000"
"1950","Costa Rica","Islam Other","0","0.0000"
"1950","Costa Rica","Islam Total","0","0.0000"
"1950","Costa Rica","Buddhism Mahayana","0","0.0000"
"1950","Costa Rica","Buddhism Theravada","0","0.0000"
"1950","Costa Rica","Buddhism Other","0","0.0000"
"1950","Costa Rica","Buddhism Total","0","0.0000"
"1950","Costa Rica","Zoroastrian Total","0","0.0000"
"1950","Costa Rica","Hindu Total","0","0.0000"
"1950","Costa Rica","Sikh Total","0","0.0000"
"1950","Costa Rica","Shinto Total","0","0.0000"
"1950","Costa Rica","Baha’i Total","0","0.0000"
"1950","Costa Rica","Taoism Total","0","0.0000"
"1950","Costa Rica","Confucianism Total","0","0.0000"
"1950","Costa Rica","Jain Total","0","0.0000"
"1950","Costa Rica","Syncretic Religions Total","0","0.0000"
"1950","Costa Rica","Animist Religions Total","0","0.0000"
"1950","Costa Rica","Non. Religious Total","0","0.0000"
"1950","Costa Rica","Other Religions Total","27000","0.0338"
"1950","Costa Rica","Sum of Religion Adherents","773000","0.9663"
"1950","Costa Rica","Total Population","800000","1.0001"
"1955","Costa Rica","Christianity Protestants","0","0.0000"
"1955","Costa Rica","Christianity Roman Catholics","985500","0.9587"
"1955","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"1955","Costa Rica","Christianity Anglican","0","0.0000"
"1955","Costa Rica","Christianity Others","0","0.0000"
"1955","Costa Rica","Christianity Total","985500","0.9587"
"1955","Costa Rica","Judaism Orthodox","0","0.0000"
"1955","Costa Rica","Judaism Conservatives","0","0.0000"
"1955","Costa Rica","Judaism Reform","0","0.0000"
"1955","Costa Rica","Judaism Others","0","0.0000"
"1955","Costa Rica","Judaism Total","0","0.0000"
"1955","Costa Rica","Islam Sunni","0","0.0000"
"1955","Costa Rica","Islam Shi’a","0","0.0000"
"1955","Costa Rica","Islam Ibadhi","0","0.0000"
"1955","Costa Rica","Islam Nation of Islam","0","0.0000"
"1955","Costa Rica","Islam Alawite","0","0.0000"
"1955","Costa Rica","Islam Ahmadiyya","0","0.0000"
"1955","Costa Rica","Islam Other","0","0.0000"
"1955","Costa Rica","Islam Total","0","0.0000"
"1955","Costa Rica","Buddhism Mahayana","0","0.0000"
"1955","Costa Rica","Buddhism Theravada","0","0.0000"
"1955","Costa Rica","Buddhism Other","0","0.0000"
"1955","Costa Rica","Buddhism Total","0","0.0000"
"1955","Costa Rica","Zoroastrian Total","0","0.0000"
"1955","Costa Rica","Hindu Total","0","0.0000"
"1955","Costa Rica","Sikh Total","0","0.0000"
"1955","Costa Rica","Shinto Total","0","0.0000"
"1955","Costa Rica","Baha’i Total","0","0.0000"
"1955","Costa Rica","Taoism Total","0","0.0000"
"1955","Costa Rica","Confucianism Total","0","0.0000"
"1955","Costa Rica","Jain Total","0","0.0000"
"1955","Costa Rica","Syncretic Religions Total","0","0.0000"
"1955","Costa Rica","Animist Religions Total","0","0.0000"
"1955","Costa Rica","Non. Religious Total","0","0.0000"
"1955","Costa Rica","Other Religions Total","42500","0.0413"
"1955","Costa Rica","Sum of Religion Adherents","985500","0.9587"
"1955","Costa Rica","Total Population","1028000","1.0000"
"1960","Costa Rica","Christianity Protestants","0","0.0000"
"1960","Costa Rica","Christianity Roman Catholics","1198000","0.9553"
"1960","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"1960","Costa Rica","Christianity Anglican","0","0.0000"
"1960","Costa Rica","Christianity Others","0","0.0000"
"1960","Costa Rica","Christianity Total","1198000","0.9553"
"1960","Costa Rica","Judaism Orthodox","0","0.0000"
"1960","Costa Rica","Judaism Conservatives","0","0.0000"
"1960","Costa Rica","Judaism Reform","0","0.0000"
"1960","Costa Rica","Judaism Others","0","0.0000"
"1960","Costa Rica","Judaism Total","0","0.0000"
"1960","Costa Rica","Islam Sunni","0","0.0000"
"1960","Costa Rica","Islam Shi’a","0","0.0000"
"1960","Costa Rica","Islam Ibadhi","0","0.0000"
"1960","Costa Rica","Islam Nation of Islam","0","0.0000"
"1960","Costa Rica","Islam Alawite","0","0.0000"
"1960","Costa Rica","Islam Ahmadiyya","0","0.0000"
"1960","Costa Rica","Islam Other","0","0.0000"
"1960","Costa Rica","Islam Total","0","0.0000"
"1960","Costa Rica","Buddhism Mahayana","0","0.0000"
"1960","Costa Rica","Buddhism Theravada","0","0.0000"
"1960","Costa Rica","Buddhism Other","0","0.0000"
"1960","Costa Rica","Buddhism Total","0","0.0000"
"1960","Costa Rica","Zoroastrian Total","0","0.0000"
"1960","Costa Rica","Hindu Total","0","0.0000"
"1960","Costa Rica","Sikh Total","0","0.0000"
"1960","Costa Rica","Shinto Total","0","0.0000"
"1960","Costa Rica","Baha’i Total","0","0.0000"
"1960","Costa Rica","Taoism Total","0","0.0000"
"1960","Costa Rica","Confucianism Total","0","0.0000"
"1960","Costa Rica","Jain Total","0","0.0000"
"1960","Costa Rica","Syncretic Religions Total","0","0.0000"
"1960","Costa Rica","Animist Religions Total","0","0.0000"
"1960","Costa Rica","Non. Religious Total","0","0.0000"
"1960","Costa Rica","Other Religions Total","56000","0.0447"
"1960","Costa Rica","Sum of Religion Adherents","1198000","0.9553"
"1960","Costa Rica","Total Population","1254000","1.0000"
"1965","Costa Rica","Christianity Protestants","40000","0.0314"
"1965","Costa Rica","Christianity Roman Catholics","1196000","0.9398"
"1965","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"1965","Costa Rica","Christianity Anglican","0","0.0000"
"1965","Costa Rica","Christianity Others","0","0.0000"
"1965","Costa Rica","Christianity Total","1236000","0.9712"
"1965","Costa Rica","Judaism Orthodox","0","0.0000"
"1965","Costa Rica","Judaism Conservatives","0","0.0000"
"1965","Costa Rica","Judaism Reform","0","0.0000"
"1965","Costa Rica","Judaism Others","0","0.0000"
"1965","Costa Rica","Judaism Total","0","0.0000"
"1965","Costa Rica","Islam Sunni","0","0.0000"
"1965","Costa Rica","Islam Shi’a","0","0.0000"
"1965","Costa Rica","Islam Ibadhi","0","0.0000"
"1965","Costa Rica","Islam Nation of Islam","0","0.0000"
"1965","Costa Rica","Islam Alawite","0","0.0000"
"1965","Costa Rica","Islam Ahmadiyya","0","0.0000"
"1965","Costa Rica","Islam Other","0","0.0000"
"1965","Costa Rica","Islam Total","0","0.0000"
"1965","Costa Rica","Buddhism Mahayana","0","0.0000"
"1965","Costa Rica","Buddhism Theravada","0","0.0000"
"1965","Costa Rica","Buddhism Other","0","0.0000"
"1965","Costa Rica","Buddhism Total","0","0.0000"
"1965","Costa Rica","Zoroastrian Total","0","0.0000"
"1965","Costa Rica","Hindu Total","0","0.0000"
"1965","Costa Rica","Sikh Total","0","0.0000"
"1965","Costa Rica","Shinto Total","0","0.0000"
"1965","Costa Rica","Baha’i Total","0","0.0000"
"1965","Costa Rica","Taoism Total","0","0.0000"
"1965","Costa Rica","Confucianism Total","0","0.0000"
"1965","Costa Rica","Jain Total","0","0.0000"
"1965","Costa Rica","Syncretic Religions Total","0","0.0000"
"1965","Costa Rica","Animist Religions Total","0","0.0000"
"1965","Costa Rica","Non. Religious Total","0","0.0000"
"1965","Costa Rica","Other Religions Total","36677","0.0288"
"1965","Costa Rica","Sum of Religion Adherents","1236000","0.9712"
"1965","Costa Rica","Total Population","1272677","1.0000"
"1970","Costa Rica","Christianity Protestants","48874","0.0283"
"1970","Costa Rica","Christianity Roman Catholics","1602192","0.9277"
"1970","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"1970","Costa Rica","Christianity Anglican","0","0.0000"
"1970","Costa Rica","Christianity Others","0","0.0000"
"1970","Costa Rica","Christianity Total","1651066","0.9560"
"1970","Costa Rica","Judaism Orthodox","0","0.0000"
"1970","Costa Rica","Judaism Conservatives","0","0.0000"
"1970","Costa Rica","Judaism Reform","0","0.0000"
"1970","Costa Rica","Judaism Others","1500","0.0009"
"1970","Costa Rica","Judaism Total","1500","0.0009"
"1970","Costa Rica","Islam Sunni","0","0.0000"
"1970","Costa Rica","Islam Shi’a","0","0.0000"
"1970","Costa Rica","Islam Ibadhi","0","0.0000"
"1970","Costa Rica","Islam Nation of Islam","0","0.0000"
"1970","Costa Rica","Islam Alawite","0","0.0000"
"1970","Costa Rica","Islam Ahmadiyya","0","0.0000"
"1970","Costa Rica","Islam Other","0","0.0000"
"1970","Costa Rica","Islam Total","0","0.0000"
"1970","Costa Rica","Buddhism Mahayana","0","0.0000"
"1970","Costa Rica","Buddhism Theravada","0","0.0000"
"1970","Costa Rica","Buddhism Other","2000","0.0012"
"1970","Costa Rica","Buddhism Total","2000","0.0012"
"1970","Costa Rica","Zoroastrian Total","0","0.0000"
"1970","Costa Rica","Hindu Total","0","0.0000"
"1970","Costa Rica","Sikh Total","0","0.0000"
"1970","Costa Rica","Shinto Total","0","0.0000"
"1970","Costa Rica","Baha’i Total","5600","0.0032"
"1970","Costa Rica","Taoism Total","5000","0.0029"
"1970","Costa Rica","Confucianism Total","0","0.0000"
"1970","Costa Rica","Jain Total","0","0.0000"
"1970","Costa Rica","Syncretic Religions Total","0","0.0000"
"1970","Costa Rica","Animist Religions Total","1000","0.0006"
"1970","Costa Rica","Non. Religious Total","9300","0.0054"
"1970","Costa Rica","Other Religions Total","51534","0.0298"
"1970","Costa Rica","Sum of Religion Adherents","1675466","0.9702"
"1970","Costa Rica","Total Population","1727000","1.0000"
"1975","Costa Rica","Christianity Protestants","59887","0.0304"
"1975","Costa Rica","Christianity Roman Catholics","1867221","0.9488"
"1975","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"1975","Costa Rica","Christianity Anglican","0","0.0000"
"1975","Costa Rica","Christianity Others","0","0.0000"
"1975","Costa Rica","Christianity Total","1927108","0.9792"
"1975","Costa Rica","Judaism Orthodox","0","0.0000"
"1975","Costa Rica","Judaism Conservatives","0","0.0000"
"1975","Costa Rica","Judaism Reform","0","0.0000"
"1975","Costa Rica","Judaism Others","1740","0.0009"
"1975","Costa Rica","Judaism Total","1740","0.0009"
"1975","Costa Rica","Islam Sunni","0","0.0000"
"1975","Costa Rica","Islam Shi’a","0","0.0000"
"1975","Costa Rica","Islam Ibadhi","0","0.0000"
"1975","Costa Rica","Islam Nation of Islam","0","0.0000"
"1975","Costa Rica","Islam Alawite","0","0.0000"
"1975","Costa Rica","Islam Ahmadiyya","0","0.0000"
"1975","Costa Rica","Islam Other","0","0.0000"
"1975","Costa Rica","Islam Total","0","0.0000"
"1975","Costa Rica","Buddhism Mahayana","0","0.0000"
"1975","Costa Rica","Buddhism Theravada","0","0.0000"
"1975","Costa Rica","Buddhism Other","2200","0.0011"
"1975","Costa Rica","Buddhism Total","2200","0.0011"
"1975","Costa Rica","Zoroastrian Total","0","0.0000"
"1975","Costa Rica","Hindu Total","0","0.0000"
"1975","Costa Rica","Sikh Total","0","0.0000"
"1975","Costa Rica","Shinto Total","0","0.0000"
"1975","Costa Rica","Baha’i Total","7000","0.0036"
"1975","Costa Rica","Taoism Total","5300","0.0027"
"1975","Costa Rica","Confucianism Total","0","0.0000"
"1975","Costa Rica","Jain Total","0","0.0000"
"1975","Costa Rica","Syncretic Religions Total","0","0.0000"
"1975","Costa Rica","Animist Religions Total","4450","0.0023"
"1975","Costa Rica","Non. Religious Total","11150","0.0057"
"1975","Costa Rica","Other Religions Total","9052","0.0046"
"1975","Costa Rica","Sum of Religion Adherents","1958948","0.9954"
"1975","Costa Rica","Total Population","1968000","1.0001"
"1980","Costa Rica","Christianity Protestants","70900","0.0316"
"1980","Costa Rica","Christianity Roman Catholics","2132250","0.9498"
"1980","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"1980","Costa Rica","Christianity Anglican","2500","0.0011"
"1980","Costa Rica","Christianity Others","0","0.0000"
"1980","Costa Rica","Christianity Total","2205650","0.9825"
"1980","Costa Rica","Judaism Orthodox","0","0.0000"
"1980","Costa Rica","Judaism Conservatives","0","0.0000"
"1980","Costa Rica","Judaism Reform","0","0.0000"
"1980","Costa Rica","Judaism Others","1980","0.0009"
"1980","Costa Rica","Judaism Total","1980","0.0009"
"1980","Costa Rica","Islam Sunni","0","0.0000"
"1980","Costa Rica","Islam Shi’a","0","0.0000"
"1980","Costa Rica","Islam Ibadhi","0","0.0000"
"1980","Costa Rica","Islam Nation of Islam","0","0.0000"
"1980","Costa Rica","Islam Alawite","0","0.0000"
"1980","Costa Rica","Islam Ahmadiyya","0","0.0000"
"1980","Costa Rica","Islam Other","0","0.0000"
"1980","Costa Rica","Islam Total","0","0.0000"
"1980","Costa Rica","Buddhism Mahayana","0","0.0000"
"1980","Costa Rica","Buddhism Theravada","0","0.0000"
"1980","Costa Rica","Buddhism Other","2400","0.0011"
"1980","Costa Rica","Buddhism Total","2400","0.0011"
"1980","Costa Rica","Zoroastrian Total","0","0.0000"
"1980","Costa Rica","Hindu Total","0","0.0000"
"1980","Costa Rica","Sikh Total","0","0.0000"
"1980","Costa Rica","Shinto Total","0","0.0000"
"1980","Costa Rica","Baha’i Total","8400","0.0037"
"1980","Costa Rica","Taoism Total","5600","0.0025"
"1980","Costa Rica","Confucianism Total","0","0.0000"
"1980","Costa Rica","Jain Total","0","0.0000"
"1980","Costa Rica","Syncretic Religions Total","0","0.0000"
"1980","Costa Rica","Animist Religions Total","7900","0.0035"
"1980","Costa Rica","Non. Religious Total","13000","0.0058"
"1980","Costa Rica","Other Religions Total","70","0.0000"
"1980","Costa Rica","Sum of Religion Adherents","2244930","1.0000"
"1980","Costa Rica","Total Population","2245000","1.0000"
"1985","Costa Rica","Christianity Protestants","48000","0.0182"
"1985","Costa Rica","Christianity Roman Catholics","2450000","0.9273"
"1985","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"1985","Costa Rica","Christianity Anglican","0","0.0000"
"1985","Costa Rica","Christianity Others","0","0.0000"
"1985","Costa Rica","Christianity Total","2498000","0.9455"
"1985","Costa Rica","Judaism Orthodox","0","0.0000"
"1985","Costa Rica","Judaism Conservatives","0","0.0000"
"1985","Costa Rica","Judaism Reform","0","0.0000"
"1985","Costa Rica","Judaism Others","2500","0.0009"
"1985","Costa Rica","Judaism Total","2500","0.0009"
"1985","Costa Rica","Islam Sunni","0","0.0000"
"1985","Costa Rica","Islam Shi’a","0","0.0000"
"1985","Costa Rica","Islam Ibadhi","0","0.0000"
"1985","Costa Rica","Islam Nation of Islam","0","0.0000"
"1985","Costa Rica","Islam Alawite","0","0.0000"
"1985","Costa Rica","Islam Ahmadiyya","0","0.0000"
"1985","Costa Rica","Islam Other","0","0.0000"
"1985","Costa Rica","Islam Total","0","0.0000"
"1985","Costa Rica","Buddhism Mahayana","0","0.0000"
"1985","Costa Rica","Buddhism Theravada","0","0.0000"
"1985","Costa Rica","Buddhism Other","0","0.0000"
"1985","Costa Rica","Buddhism Total","0","0.0000"
"1985","Costa Rica","Zoroastrian Total","0","0.0000"
"1985","Costa Rica","Hindu Total","0","0.0000"
"1985","Costa Rica","Sikh Total","0","0.0000"
"1985","Costa Rica","Shinto Total","0","0.0000"
"1985","Costa Rica","Baha’i Total","0","0.0000"
"1985","Costa Rica","Taoism Total","0","0.0000"
"1985","Costa Rica","Confucianism Total","0","0.0000"
"1985","Costa Rica","Jain Total","0","0.0000"
"1985","Costa Rica","Syncretic Religions Total","0","0.0000"
"1985","Costa Rica","Animist Religions Total","0","0.0000"
"1985","Costa Rica","Non. Religious Total","21100","0.0080"
"1985","Costa Rica","Other Religions Total","120400","0.0456"
"1985","Costa Rica","Sum of Religion Adherents","2521600","0.9544"
"1985","Costa Rica","Total Population","2642000","1.0000"
"1990","Costa Rica","Christianity Protestants","99000","0.0353"
"1990","Costa Rica","Christianity Roman Catholics","2520000","0.8984"
"1990","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"1990","Costa Rica","Christianity Anglican","1600","0.0006"
"1990","Costa Rica","Christianity Others","0","0.0000"
"1990","Costa Rica","Christianity Total","2620600","0.9343"
"1990","Costa Rica","Judaism Orthodox","0","0.0000"
"1990","Costa Rica","Judaism Conservatives","0","0.0000"
"1990","Costa Rica","Judaism Reform","0","0.0000"
"1990","Costa Rica","Judaism Others","3800","0.0014"
"1990","Costa Rica","Judaism Total","3800","0.0014"
"1990","Costa Rica","Islam Sunni","0","0.0000"
"1990","Costa Rica","Islam Shi’a","0","0.0000"
"1990","Costa Rica","Islam Ibadhi","0","0.0000"
"1990","Costa Rica","Islam Nation of Islam","0","0.0000"
"1990","Costa Rica","Islam Alawite","0","0.0000"
"1990","Costa Rica","Islam Ahmadiyya","0","0.0000"
"1990","Costa Rica","Islam Other","0","0.0000"
"1990","Costa Rica","Islam Total","0","0.0000"
"1990","Costa Rica","Buddhism Mahayana","0","0.0000"
"1990","Costa Rica","Buddhism Theravada","0","0.0000"
"1990","Costa Rica","Buddhism Other","2000","0.0007"
"1990","Costa Rica","Buddhism Total","2000","0.0007"
"1990","Costa Rica","Zoroastrian Total","0","0.0000"
"1990","Costa Rica","Hindu Total","80","0.0000"
"1990","Costa Rica","Sikh Total","0","0.0000"
"1990","Costa Rica","Shinto Total","0","0.0000"
"1990","Costa Rica","Baha’i Total","0","0.0000"
"1990","Costa Rica","Taoism Total","0","0.0000"
"1990","Costa Rica","Confucianism Total","0","0.0000"
"1990","Costa Rica","Jain Total","0","0.0000"
"1990","Costa Rica","Syncretic Religions Total","35000","0.0125"
"1990","Costa Rica","Animist Religions Total","800","0.0003"
"1990","Costa Rica","Non. Religious Total","115520","0.0412"
"1990","Costa Rica","Other Religions Total","27200","0.0097"
"1990","Costa Rica","Sum of Religion Adherents","2777800","0.9903"
"1990","Costa Rica","Total Population","2805000","1.0001"
"1995","Costa Rica","Christianity Protestants","170000","0.0510"
"1995","Costa Rica","Christianity Roman Catholics","2926350","0.8780"
"1995","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"1995","Costa Rica","Christianity Anglican","1600","0.0005"
"1995","Costa Rica","Christianity Others","0","0.0000"
"1995","Costa Rica","Christianity Total","3097950","0.9295"
"1995","Costa Rica","Judaism Orthodox","0","0.0000"
"1995","Costa Rica","Judaism Conservatives","0","0.0000"
"1995","Costa Rica","Judaism Reform","0","0.0000"
"1995","Costa Rica","Judaism Others","4170","0.0013"
"1995","Costa Rica","Judaism Total","4170","0.0013"
"1995","Costa Rica","Islam Sunni","0","0.0000"
"1995","Costa Rica","Islam Shi’a","0","0.0000"
"1995","Costa Rica","Islam Ibadhi","0","0.0000"
"1995","Costa Rica","Islam Nation of Islam","0","0.0000"
"1995","Costa Rica","Islam Alawite","0","0.0000"
"1995","Costa Rica","Islam Ahmadiyya","0","0.0000"
"1995","Costa Rica","Islam Other","0","0.0000"
"1995","Costa Rica","Islam Total","0","0.0000"
"1995","Costa Rica","Buddhism Mahayana","0","0.0000"
"1995","Costa Rica","Buddhism Theravada","0","0.0000"
"1995","Costa Rica","Buddhism Other","2171","0.0007"
"1995","Costa Rica","Buddhism Total","2171","0.0007"
"1995","Costa Rica","Zoroastrian Total","0","0.0000"
"1995","Costa Rica","Hindu Total","100","0.0000"
"1995","Costa Rica","Sikh Total","0","0.0000"
"1995","Costa Rica","Shinto Total","0","0.0000"
"1995","Costa Rica","Baha’i Total","0","0.0000"
"1995","Costa Rica","Taoism Total","0","0.0000"
"1995","Costa Rica","Confucianism Total","0","0.0000"
"1995","Costa Rica","Jain Total","0","0.0000"
"1995","Costa Rica","Syncretic Religions Total","40630","0.0122"
"1995","Costa Rica","Animist Religions Total","857","0.0003"
"1995","Costa Rica","Non. Religious Total","120000","0.0360"
"1995","Costa Rica","Other Religions Total","67122","0.0201"
"1995","Costa Rica","Sum of Religion Adherents","3265878","0.9799"
"1995","Costa Rica","Total Population","3333000","1.0001"
"2000","Costa Rica","Christianity Protestants","310000","0.0771"
"2000","Costa Rica","Christianity Roman Catholics","3459780","0.8600"
"2000","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"2000","Costa Rica","Christianity Anglican","1600","0.0004"
"2000","Costa Rica","Christianity Others","0","0.0000"
"2000","Costa Rica","Christianity Total","3771380","0.9375"
"2000","Costa Rica","Judaism Orthodox","0","0.0000"
"2000","Costa Rica","Judaism Conservatives","0","0.0000"
"2000","Costa Rica","Judaism Reform","0","0.0000"
"2000","Costa Rica","Judaism Others","4540","0.0011"
"2000","Costa Rica","Judaism Total","4540","0.0011"
"2000","Costa Rica","Islam Sunni","0","0.0000"
"2000","Costa Rica","Islam Shi’a","0","0.0000"
"2000","Costa Rica","Islam Ibadhi","0","0.0000"
"2000","Costa Rica","Islam Nation of Islam","0","0.0000"
"2000","Costa Rica","Islam Alawite","0","0.0000"
"2000","Costa Rica","Islam Ahmadiyya","0","0.0000"
"2000","Costa Rica","Islam Other","0","0.0000"
"2000","Costa Rica","Islam Total","0","0.0000"
"2000","Costa Rica","Buddhism Mahayana","0","0.0000"
"2000","Costa Rica","Buddhism Theravada","0","0.0000"
"2000","Costa Rica","Buddhism Other","2343","0.0006"
"2000","Costa Rica","Buddhism Total","2343","0.0006"
"2000","Costa Rica","Zoroastrian Total","0","0.0000"
"2000","Costa Rica","Hindu Total","121","0.0000"
"2000","Costa Rica","Sikh Total","0","0.0000"
"2000","Costa Rica","Shinto Total","0","0.0000"
"2000","Costa Rica","Baha’i Total","0","0.0000"
"2000","Costa Rica","Taoism Total","0","0.0000"
"2000","Costa Rica","Confucianism Total","0","0.0000"
"2000","Costa Rica","Jain Total","0","0.0000"
"2000","Costa Rica","Syncretic Religions Total","46260","0.0115"
"2000","Costa Rica","Animist Religions Total","914","0.0002"
"2000","Costa Rica","Non. Religious Total","177647","0.0442"
"2000","Costa Rica","Other Religions Total","19795","0.0049"
"2000","Costa Rica","Sum of Religion Adherents","4003205","0.9951"
"2000","Costa Rica","Total Population","4023000","1.0000"
"2005","Costa Rica","Christianity Protestants","472368","0.1107"
"2005","Costa Rica","Christianity Roman Catholics","3583440","0.8400"
"2005","Costa Rica","Christianity Eastern Orthodox","0","0.0000"
"2005","Costa Rica","Christianity Anglican","1300","0.0003"
"2005","Costa Rica","Christianity Others","0","0.0000"
"2005","Costa Rica","Christianity Total","4057108","0.9510"
"2005","Costa Rica","Judaism Orthodox","0","0.0000"
"2005","Costa Rica","Judaism Conservatives","0","0.0000"
"2005","Costa Rica","Judaism Reform","0","0.0000"
"2005","Costa Rica","Judaism Others","2687","0.0006"
"2005","Costa Rica","Judaism Total","2687","0.0006"
"2005","Costa Rica","Islam Sunni","0","0.0000"
"2005","Costa Rica","Islam Shi’a","0","0.0000"
